interactor A gene symbol,interactor B gene symbol,interactor A Uniprot AC,interactor B Uniprot AC,database source
TGFB1,ATXN1,P01137,P54253,IID
TGFB1,BMP3,P01137,P12645,IID
TGFB1,TBX21,P01137,Q9UL17,IID
TGFB1,CDKN2A,P01137,Q8N726,IID
TGFB1,MFGE8,P01137,Q08431,IID
TGFB1,POU5F1,P01137,Q01860,IID
TGFB1,BMP1,P01137,P13497,IID
TGFB1,STAB1,P01137,Q9NY15,IID
TGFB1,NSD3,P01137,Q9BZ95,IID
TGFB1,ADAMTS1,P01137,Q9UHI8,IID
TGFB1,ARF6,P01137,P62330,IID
TGFB1,GLI3,P01137,P10071,IID
TGFB1,RUNX3,P01137,Q13761,IID
TGFB1,C9,P01137,P02748,IID
TGFB1,DAG1,P01137,Q14118,IID
TGFB1,CUL4B,P01137,Q13620,IID
TGFB1,VCAM1,P01137,P19320,IID
TGFB1,CD40,P01137,P25942,IID
TGFB1,SELP,P01137,P16109,IID
TGFB1,C2,P01137,P06681,IID
TGFB1,BTLA,P01137,Q7Z6A9,IID
TGFB1,FLNA,P01137,P21333,IID
TGFB1,COLEC12,P01137,Q5KU26,IID
TGFB1,THOC2,P01137,Q8NI27,IID
TGFB1,HDAC6,P01137,Q9UBN7,IID
TGFB1,PARD6B,P01137,Q9BYG5,IID
TGFB1,TRIM21,P01137,P19474,IID
TGFB1,TIGIT,P01137,Q495A1,IID
TGFB1,IL13RA1,P01137,P78552,IID
TGFB1,IKZF1,P01137,Q13422,IID
TGFB1,PELI1,P01137,Q96FA3,IID
TGFB1,CCDC33,P01137,Q8N5R6,IID
TGFB1,VCL,P01137,P18206,IID
TGFB1,ALAS2,P01137,P22557,IID
TGFB1,CST6,P01137,Q15828,IID
TGFB1,VEGFC,P01137,P49767,IID
TGFB1,FOXJ1,P01137,Q92949,IID
TGFB1,BMPR1A,P01137,P36894,IID
TGFB1,IHH,P01137,Q14623,IID
TGFB1,RDH10,P01137,Q8IZV5,IID
TGFB1,PRDM5,P01137,Q9NQX1,IID
TGFB1,CSF2,P01137,P04141,IID
TGFB1,AGR3,P01137,Q8TD06,IID
TGFB1,GDF1,P01137,P27539,IID
TGFB1,C1QC,P01137,P02747,IID
TGFB1,NTRK2,P01137,Q16620,IID
TGFB1,TRIM25,P01137,Q14258,IID
TGFB1,DYNLT1,P01137,P63172,IID
TGFB1,CXCR4,P01137,P61073,IID
TGFB1,SNX6,P01137,Q9UNH7,IID
TGFB1,HSPG2,P01137,P98160,IID
TGFB1,TSHB,P01137,P01222,IID
TGFB1,ITGB4,P01137,P16144,IID
TGFB1,ITGA2,P01137,P17301,IID
TGFB1,IL7,P01137,P13232,IID
TGFB1,SHROOM2,P01137,Q13796,IID
TGFB1,MERTK,P01137,Q12866,IID
TGFB1,TIMELESS,P01137,Q9UNS1,IID
TGFB1,BMP4,P01137,P12644,IID
TGFB1,ITGB6,P01137,P18564,IID
TGFB1,DSC2,P01137,Q02487,IID
TGFB1,GDF15,P01137,Q99988,IID
TGFB1,ILK,P01137,Q13418,IID
TGFB1,BCAS3,P01137,Q9H6U6,IID
TGFB1,C3AR1,P01137,Q16581,IID
TGFB1,GATA5,P01137,Q9BWX5,IID
TGFB1,STAT1,P01137,P42224,IID
TGFB1,CTSB,P01137,P07858,IID
TGFB1,THBD,P01137,P07204,IID
TGFB1,FRS2,P01137,Q8WU20,IID
TGFB1,LRP1,P01137,Q07954,IID
TGFB1,RAG1,P01137,P15918,IID
TGFB1,FGFR1,P01137,P11362,IID
TGFB1,GDNF,P01137,P39905,IID
TGFB1,SPARC,P01137,P09486,IID
TGFB1,PDLIM2,P01137,Q96JY6,IID
TGFB1,GRN,P01137,P28799,IID
TGFB1,SRGN,P01137,P10124,IID
TGFB1,NRROS,P01137,Q86YC3,IID
TGFB1,SLC35G2,P01137,Q8TBE7,IID
TGFB1,CXADR,P01137,P78310,IID
TGFB1,RNF31,P01137,Q96EP0,IID
TGFB1,PDGFD,P01137,Q9GZP0,IID
TGFB1,SLAMF7,P01137,Q9NQ25,IID
TGFB1,BOC,P01137,Q9BWV1,IID
TGFB1,MYLIP,P01137,Q8WY64,IID
TGFB1,FST,P01137,P19883,IID
TGFB1,ARTN,P01137,Q5T4W7,IID
TGFB1,PSMC3IP,P01137,Q9P2W1,IID
TGFB1,IGFBP2,P01137,P18065,IID
TGFB1,BMP2,P01137,P12643,IID
TGFB1,FN1,P01137,P02751,IID
TGFB1,GDF10,P01137,P55107,IID
TGFB1,F2RL1,P01137,P55085,IID
TGFB1,INHBE,P01137,P58166,IID
TGFB1,MCC,P01137,P23508,IID
TGFB1,HHEX,P01137,Q03014,IID
TGFB1,OTP,P01137,Q5XKR4,IID
TGFB1,FAM129A,P01137,Q9BZQ8,IID
TGFB1,GREB1,P01137,Q4ZG55,IID
TGFB1,ELF4,P01137,Q99607,IID
TGFB1,MLH3,P01137,Q9UHC1,IID
TGFB1,PSMG2,P01137,Q969U7,IID
TGFB1,EGR1,P01137,P18146,IID
TGFB1,SOST,P01137,Q9BQB4,IID
TGFB1,RB1,P01137,P06400,IID
TGFB1,PPBP,P01137,P02775,IID
TGFB1,ITGB3,P01137,P05106,IID
TGFB1,HLA-B,P01137,P01889,IID
TGFB1,GDF3,P01137,Q9NR23,IID
TGFB1,NR2C2,P01137,P49116,IID
TGFB1,IL15,P01137,P40933,IID
TGFB1,PSG9,P01137,Q00887,IID
TGFB1,PVR,P01137,P15151,IID
TGFB1,ELF1,P01137,P32519,IID
TGFB1,GDF2,P01137,Q9UK05,IID
TGFB1,ROR2,P01137,Q01974,IID
TGFB1,STAT3,P01137,P40763,IID
TGFB1,CITED1,P01137,Q99966,IID
TGFB1,ELN,P01137,P15502,IID
TGFB1,TWIST1,P01137,Q15672,IID
TGFB1,PLCE1,P01137,Q9P212,IID
TGFB1,MALT1,P01137,Q9UDY8,IID
TGFB1,WASF2,P01137,Q9Y6W5,IID
TGFB1,S100A11,P01137,P31949,IID
TGFB1,NECTIN3,P01137,Q9NQS3,IID
TGFB1,PTEN,P01137,P60484,IID
TGFB1,FASLG,P01137,P48023,IID
TGFB1,BDKRB2,P01137,P30411,IID
TGFB1,GAS2L3,P01137,Q86XJ1,IID
TGFB1,STIM2,P01137,Q9P246,IID
TGFB1,IL27RA,P01137,Q6UWB1,IID
TGFB1,SCRIB,P01137,Q14160,IID
TGFB1,NCOA3,P01137,Q9Y6Q9,IID
TGFB1,EPHB4,P01137,P54760,IID
TGFB1,SMAD2,P01137,Q15796,IID
TGFB1,NUMB,P01137,P49757,IID
TGFB1,MMP19,P01137,Q99542,IID
TGFB1,ST14,P01137,Q9Y5Y6,IID
TGFB1,IGFBP7,P01137,Q16270,IID
TGFB1,MED1,P01137,Q15648,IID
TGFB1,CD3E,P01137,P07766,IID
TGFB1,BCL6,P01137,P41182,IID
TGFB1,ESM1,P01137,Q9NQ30,IID
TGFB1,HOXC6,P01137,P09630,IID
TGFB1,SUZ12,P01137,Q15022,IID
TGFB1,IRF8,P01137,Q02556,IID
TGFB1,PPP1R9B,P01137,Q96SB3,IID
TGFB1,ADAM15,P01137,Q13444,IID
TGFB1,TNFSF4,P01137,P23510,IID
TGFB1,ITGA5,P01137,P08648,IID
TGFB1,TNFRSF14,P01137,Q92956,IID
TGFB1,HLX,P01137,Q14774,IID
TGFB1,P3H1,P01137,Q32P28,IID
TGFB1,SHH,P01137,Q15465,IID
TGFB1,PDCD1LG2,P01137,Q9BQ51,IID
TGFB1,PLXND1,P01137,Q9Y4D7,IID
TGFB1,KMT2A,P01137,Q03164,IID
LTA,FANCI,P01374,Q9NVI1,IID
LTA,LGALS12,P01374,Q96DT0,IID
LTA,MYH10,P01374,P35580,IID
LTA,BTC,P01374,P35070,IID
LTA,DNAJA3,P01374,Q96EY1,IID
LTA,C1QTNF3,P01374,Q9BXJ4,IID
LTA,CD70,P01374,P32970,IID
LTA,TNFRSF1A,P01374,P19438,IID
LTA,TNFRSF4,P01374,P43489,IID
LTA,TNF,P01374,P01375,IID
LTA,AKT1,P01374,P31749,IID
LTA,TRADD,P01374,Q15628,IID
LTA,FADD,P01374,Q13158,IID
LTA,ARHGEF7,P01374,Q14155,IID
LTA,HSPA6,P01374,P17066,IID
LTA,NFKB2,P01374,Q00653,IID
LTA,TNFSF10,P01374,P50591,IID
LTA,C1QC,P01374,P02747,IID
LTA,IL4R,P01374,P24394,IID
LTA,SLC1A5,P01374,Q15758,IID
LTA,VSIG4,P01374,Q9Y279,IID
LTA,SLC25A6,P01374,P12236,IID
LTA,LTBR,P01374,P36941,IID
LTA,SLC25A3,P01374,Q00325,IID
LTA,-,P01374,P62158,IID
LTA,TREM2,P01374,Q9NZC2,IID
LTA,RPS16,P01374,P62249,IID
LTA,SKI,P01374,P12755,IID
LTA,TIMM50,P01374,Q3ZCQ8,IID
LTA,MYH9,P01374,P35579,IID
LTA,RPS27,P01374,P42677,IID
LTA,PSG3,P01374,Q16557,IID
LTA,SLC30A2,P01374,Q9BRI3,IID
LTA,EPPK1,P01374,P58107,IID
LTA,LTA,P01374,P01374,IID
LTA,TNFRSF18,P01374,Q9Y5U5,IID
LTA,TRAF3,P01374,Q13114,IID
LTA,TUBB,P01374,P07437,IID
LTA,TNFSF8,P01374,P32971,IID
LTA,TNFRSF8,P01374,P28908,IID
LTA,UMOD,P01374,P07911,IID
LTA,PLA2G1B,P01374,P04054,IID
LTA,PDGFC,P01374,Q9NRA1,IID
LTA,ANKRD40,P01374,Q6AI12,IID
LTA,TUBB4A,P01374,P04350,IID
LTA,C8B,P01374,P07358,IID
LTA,TNFRSF9,P01374,Q07011,IID
LTA,TUBA1A,P01374,Q71U36,IID
LTA,IL12RB2,P01374,Q99665,IID
LTA,TNFRSF11A,P01374,Q9Y6Q6,IID
LTA,CD80,P01374,P33681,IID
LTA,LTB,P01374,Q06643,IID
LTA,RPL23,P01374,P62829,IID
LTA,CD83,P01374,Q01151,IID
LTA,LGALS2,P01374,P05162,IID
LTA,FANCD2,P01374,Q9BXW9,IID
LTA,CLTC,P01374,Q00610,IID
LTA,MPL,P01374,P40238,IID
LTA,TUBA1B,P01374,P68363,IID
LTA,GFRA4,P01374,Q9GZZ7,IID
LTA,SEC61A1,P01374,P61619,IID
LTA,SLC25A5,P01374,P05141,IID
LTA,TUBA4A,P01374,P68366,IID
LTA,TNFRSF19,P01374,Q9NS68,IID
LTA,HSPA9,P01374,P38646,IID
LTA,BABAM2,P01374,Q9NXR7,IID
LTA,C1QB,P01374,P02746,IID
LTA,CAD,P01374,P27708,IID
LTA,SSR4,P01374,P51571,IID
LTA,HSPA5,P01374,P11021,IID
LTA,IL7R,P01374,P16871,IID
LTA,C8A,P01374,P07357,IID
LTA,PRKDC,P01374,P78527,IID
LTA,ATP5A1,P01374,P25705,IID
LTA,CLSPN,P01374,Q9HAW4,IID
LTA,TUBB2B,P01374,Q9BVA1,IID
LTA,TNFRSF14,P01374,Q92956,IID
LTA,EPHA3,P01374,P29320,IID
LTA,RCN2,P01374,Q14257,IID
LTA,TP53,P01374,P04637,IID
LTA,GCN1,P01374,Q92616,IID
LTA,SRC,P01374,P12931,IID
LTA,C1QTNF4,P01374,Q9BXJ3,IID
LTA,MYO6,P01374,Q9UM54,IID
LTA,STARD13,P01374,Q9Y3M8,IID
LTA,TNFRSF13C,P01374,Q96RJ3,IID
LTA,TNFRSF1B,P01374,P20333,IID
LTA,CD8B,P01374,P10966,IID
LTA,SIGLEC15,P01374,Q6ZMC9,IID
LTA,CD4,P01374,P01730,IID
LTA,C1QBP,P01374,Q07021,IID
LTA,CASP10,P01374,Q92851,IID
LTA,TNFSF18,P01374,Q9UNG2,IID
LTA,TUBA3C,P01374,Q13748,IID
LTA,RIPK1,P01374,Q13546,IID
LTA,CBLN2,P01374,Q8IUK8,IID
LTA,ATP2A2,P01374,P16615,IID
LTA,EDA,P01374,Q92838,IID
LTA,TNFRSF25,P01374,Q93038,IID
LTA,FASLG,P01374,P48023,IID
LTA,ATP1A1,P01374,P05023,IID
LTA,ATP6V0A2,P01374,Q9Y487,IID
LTA,CBLN4,P01374,Q9NTU7,IID
LTA,CD46,P01374,P15529,IID
LTA,HSPA8,P01374,P11142,IID
LTA,CXCR5,P01374,P32302,IID
LTA,ACTG1,P01374,P63261,IID
LTA,DNAJA1,P01374,P31689,IID
LTA,CBLN3,P01374,Q6UW01,IID
LTA,DDOST,P01374,P39656,IID
LTA,ADIPOQ,P01374,Q15848,IID
LTA,C2,P01374,P06681,IID
LTA,CRYBB3,P01374,P26998,IID
LTA,EDA2R,P01374,Q9HAV5,IID
LTA,CD28,P01374,P10747,IID
LTA,ATAD3A,P01374,Q9NVI7,IID
LTA,DCC,P01374,P43146,IID
LTA,HSPA1L,P01374,P34931,IID
LTA,TRAF1,P01374,Q13077,IID
LTA,IL18,P01374,Q14116,IID
LTA,RPS3,P01374,P23396,IID
LTA,C1QTNF9,P01374,P0C862,IID
LTA,CD200R1,P01374,Q8TD46,IID
LTA,BIRC2,P01374,Q13490,IID
LTA,DEFA6,P01374,Q01524,IID
LTA,TNFSF9,P01374,P41273,IID
LTA,HIST1H4A,P01374,P62805,IID
LTA,MON2,P01374,Q7Z3U7,IID
LTA,MASP1,P01374,P48740,IID
LTA,DMBT1,P01374,Q9UGM3,IID
LTA,TNFSF13B,P01374,Q9Y275,IID
LTA,CD40LG,P01374,P29965,IID
LTA,CBLN1,P01374,P23435,IID
LTA,TRAF2,P01374,Q12933,IID
LTA,C1QA,P01374,P02745,IID
TNF,SPATA2,P01375,Q9UM82,IID
TNF,DNAJA1,P01375,P31689,IID
TNF,ACTA1,P01375,P68133,IID
TNF,BTC,P01375,P35070,IID
TNF,SPOCK1,P01375,Q08629,IID
TNF,NFKB1,P01375,P19838,IID
TNF,ACTA2,P01375,P62736,IID
TNF,MAP3K8,P01375,P41279,IID
TNF,TRH,P01375,P20396,IID
TNF,ACTG1,P01375,P63261,IID
TNF,OBSCN,P01375,Q5VST9,IID
TNF,TNFSF9,P01375,P41273,IID
TNF,RELB,P01375,Q01201,IID
TNF,DCN,P01375,P07585,IID
TNF,JUN,P01375,P05412,IID
TNF,TNFAIP3,P01375,P21580,IID
TNF,ZFP36,P01375,P26651,IID
TNF,IL20,P01375,Q9NYY1,IID
TNF,SLC25A5,P01375,P05141,IID
TNF,SPI1,P01375,P17947,IID
TNF,TUBB,P01375,P07437,IID
TNF,TAB2,P01375,Q9NYJ8,IID
TNF,TRAF3,P01375,Q13114,IID
TNF,TNFRSF18,P01375,Q9Y5U5,IID
TNF,RPL23,P01375,P62829,IID
TNF,TRAF1,P01375,Q13077,IID
TNF,PRKCQ,P01375,Q04759,IID
TNF,SLC24A2,P01375,Q9UI40,IID
TNF,CLTC,P01375,Q00610,IID
TNF,BIRC2,P01375,Q13490,IID
TNF,RAB5A,P01375,P20339,IID
TNF,RPS3,P01375,P23396,IID
TNF,ARRB1,P01375,P49407,IID
TNF,HSPB1,P01375,P04792,IID
TNF,TICAM1,P01375,Q8IUC6,IID
TNF,KPNB1,P01375,Q14974,IID
TNF,GPIHBP1,P01375,Q8IV16,IID
TNF,NCR3LG1,P01375,Q68D85,IID
TNF,IL10,P01375,P22301,IID
TNF,TNFRSF1A,P01375,P19438,IID
TNF,NR4A2,P01375,P43354,IID
TNF,FAS,P01375,P25445,IID
TNF,CD3E,P01375,P07766,IID
TNF,TIMM50,P01375,Q3ZCQ8,IID
TNF,INHBA,P01375,P08476,IID
TNF,IL1RAPL1,P01375,Q9NZN1,IID
TNF,BDH1,P01375,Q02338,IID
TNF,MYO6,P01375,Q9UM54,IID
TNF,TNFRSF25,P01375,Q93038,IID
TNF,RALBP1,P01375,Q15311,IID
TNF,TUBB4A,P01375,P04350,IID
TNF,CAV1,P01375,Q03135,IID
TNF,LGALS3BP,P01375,Q08380,IID
TNF,STAT6,P01375,P42226,IID
TNF,RNF31,P01375,Q96EP0,IID
TNF,CBLN1,P01375,P23435,IID
TNF,RPL8,P01375,P62917,IID
TNF,RBP4,P01375,P02753,IID
TNF,BMP4,P01375,P12644,IID
TNF,FGFR1,P01375,P11362,IID
TNF,RUVBL1,P01375,Q9Y265,IID
TNF,IL27RA,P01375,Q6UWB1,IID
TNF,DMBT1,P01375,Q9UGM3,IID
TNF,POLR2A,P01375,P24928,IID
TNF,TBK1,P01375,Q9UHD2,IID
TNF,RPS18,P01375,P62269,IID
TNF,TNFRSF17,P01375,Q02223,IID
TNF,PPP1CB,P01375,P62140,IID
TNF,RIPK3,P01375,Q9Y572,IID
TNF,HSPA5,P01375,P11021,IID
TNF,PFKL,P01375,P17858,IID
TNF,TIFA,P01375,Q96CG3,IID
TNF,MPZL3,P01375,Q6UWV2,IID
TNF,VCAM1,P01375,P19320,IID
TNF,JARID2,P01375,Q92833,IID
TNF,BIRC3,P01375,Q13489,IID
TNF,HGF,P01375,P14210,IID
TNF,ST13,P01375,P50502,IID
TNF,SPINK5,P01375,Q9NQ38,IID
TNF,LMNA,P01375,P02545,IID
TNF,FOSL1,P01375,P15407,IID
TNF,MAP2K2,P01375,P36507,IID
TNF,SFXN5,P01375,Q8TD22,IID
TNF,ELAVL1,P01375,Q15717,IID
TNF,MTX3,P01375,Q5HYI7,IID
TNF,SRC,P01375,P12931,IID
TNF,DNAJA3,P01375,Q96EY1,IID
TNF,ATP2A2,P01375,P16615,IID
TNF,CASP9,P01375,P55211,IID
TNF,UNC13D,P01375,Q70J99,IID
TNF,C1QBP,P01375,Q07021,IID
TNF,IFNGR1,P01375,P15260,IID
TNF,ATF3,P01375,P18847,IID
TNF,SLC25A3,P01375,Q00325,IID
TNF,FOXP3,P01375,Q9BZS1,IID
TNF,CADM1,P01375,Q9BY67,IID
TNF,HAAO,P01375,P46952,IID
TNF,IL15,P01375,P40933,IID
TNF,IL6,P01375,P05231,IID
TNF,MT3,P01375,P25713,IID
TNF,CANX,P01375,P27824,IID
TNF,RPS27,P01375,P42677,IID
TNF,ICAM1,P01375,P05362,IID
TNF,PTPN3,P01375,P26045,IID
TNF,PDIK1L,P01375,Q8N165,IID
TNF,CARS,P01375,P49589,IID
TNF,MAP3K14,P01375,Q99558,IID
TNF,RACK1,P01375,P63244,IID
TNF,FN1,P01375,P02751,IID
TNF,C1QTNF7,P01375,Q9BXJ2,IID
TNF,TNF,P01375,P01375,IID
TNF,HIVEP2,P01375,P31629,IID
TNF,THBS1,P01375,P07996,IID
TNF,TREM2,P01375,Q9NZC2,IID
TNF,ACVR1C,P01375,Q8NER5,IID
TNF,TMEM115,P01375,Q12893,IID
TNF,IKZF1,P01375,Q13422,IID
TNF,CD83,P01375,Q01151,IID
TNF,MRPS33,P01375,Q9Y291,IID
TNF,GAB2,P01375,Q9UQC2,IID
TNF,IL1A,P01375,P01583,IID
TNF,MCTP2,P01375,Q6DN12,IID
TNF,GCN1,P01375,Q92616,IID
TNF,IRF5,P01375,Q13568,IID
TNF,FREM2,P01375,Q5SZK8,IID
TNF,COL3A1,P01375,P02461,IID
TNF,FYN,P01375,P06241,IID
TNF,JUNB,P01375,P17275,IID
TNF,CD8A,P01375,P01732,IID
TNF,RC3H1,P01375,Q5TC82,IID
TNF,TMEM259,P01375,Q4ZIN3,IID
TNF,TREML1,P01375,Q86YW5,IID
TNF,ELANE,P01375,P08246,IID
TNF,CASP3,P01375,P42574,IID
TNF,TIGIT,P01375,Q495A1,IID
TNF,HSPBP1,P01375,Q9NZL4,IID
TNF,HSPB2,P01375,Q16082,IID
TNF,BMPR2,P01375,Q13873,IID
TNF,TAMM41,P01375,Q96BW9,IID
TNF,TRPC4AP,P01375,Q8TEL6,IID
TNF,CLU,P01375,P10909,IID
TNF,ATP5A1,P01375,P25705,IID
TNF,ACTB,P01375,P60709,IID
TNF,DCC,P01375,P43146,IID
TNF,RYR1,P01375,P21817,IID
TNF,LAMA1,P01375,P25391,IID
TNF,MOG,P01375,Q16653,IID
TNF,MAP3K3,P01375,Q99759,IID
TNF,CASP8,P01375,Q14790,IID
TNF,RAB18,P01375,Q9NP72,IID
TNF,ILDR2,P01375,Q71H61,IID
TNF,NECTIN1,P01375,Q15223,IID
TNF,PFKFB3,P01375,Q16875,IID
TNF,C1QA,P01375,P02745,IID
TNF,HSPA1L,P01375,P34931,IID
TNF,GUF1,P01375,Q8N442,IID
TNF,LDLRAP1,P01375,Q5SW96,IID
TNF,FANCI,P01375,Q9NVI1,IID
TNF,RPS16,P01375,P62249,IID
TNF,TFPT,P01375,P0C1Z6,IID
TNF,DDOST,P01375,P39656,IID
TNF,TNR,P01375,Q92752,IID
TNF,OSMR,P01375,Q99650,IID
TNF,CCL5,P01375,P13501,IID
TNF,SPARCL1,P01375,Q14515,IID
TNF,VSIG4,P01375,Q9Y279,IID
TNF,FLT1,P01375,P17948,IID
TNF,OTULIN,P01375,Q96BN8,IID
TNF,IL6R,P01375,P08887,IID
TNF,CD14,P01375,P08571,IID
TNF,ADIPOQ,P01375,Q15848,IID
TNF,TM2D3,P01375,Q9BRN9,IID
TNF,MYLK2,P01375,Q9H1R3,IID
TNF,YWHAQ,P01375,P27348,IID
TNF,CRP,P01375,P02741,IID
TNF,LIPE,P01375,Q05469,IID
TNF,C1QC,P01375,P02747,IID
TNF,GABBR1,P01375,Q9UBS5,IID
TNF,BMPR1A,P01375,P36894,IID
TNF,MYH9,P01375,P35579,IID
TNF,CASP10,P01375,Q92851,IID
TNF,LRP2,P01375,P98164,IID
TNF,RCN2,P01375,Q14257,IID
TNF,AGER,P01375,Q15109,IID
TNF,LNPEP,P01375,Q9UIQ6,IID
TNF,UACA,P01375,Q9BZF9,IID
TNF,TNIP1,P01375,Q15025,IID
TNF,PRDX2,P01375,P32119,IID
TNF,DAG1,P01375,Q14118,IID
TNF,MALT1,P01375,Q9UDY8,IID
TNF,CD86,P01375,P42081,IID
TNF,TAB1,P01375,Q15750,IID
TNF,NEO1,P01375,Q92859,IID
TNF,TNFRSF4,P01375,P43489,IID
TNF,HSPA13,P01375,P48723,IID
TNF,LTB,P01375,Q06643,IID
TNF,FLT4,P01375,P35916,IID
TNF,C1QTNF5,P01375,Q9BXJ0,IID
TNF,OPTN,P01375,Q96CV9,IID
TNF,SCG2,P01375,P13521,IID
TNF,TNFSF4,P01375,P23510,IID
TNF,SMPD3,P01375,Q9NY59,IID
TNF,EDARADD,P01375,Q8WWZ3,IID
TNF,UBC,P01375,P0CG48,IID
TNF,TNFRSF19,P01375,Q9NS68,IID
TNF,LAMA4,P01375,Q16363,IID
TNF,CD80,P01375,P33681,IID
TNF,EDA,P01375,Q92838,IID
TNF,IL2,P01375,P60568,IID
TNF,BABAM2,P01375,Q9NXR7,IID
TNF,SEC61A1,P01375,P61619,IID
TNF,SIRPG,P01375,Q9P1W8,IID
TNF,FAF1,P01375,Q9UNN5,IID
TNF,ADAM9,P01375,Q13443,IID
TNF,SEMA4C,P01375,Q9C0C4,IID
TNF,F7,P01375,P08709,IID
TNF,TNFSF10,P01375,P50591,IID
TNF,L1CAM,P01375,P32004,IID
TNF,BGN,P01375,P21810,IID
TNF,CD8B,P01375,P10966,IID
TNF,MAPK3,P01375,P27361,IID
TNF,INTS5,P01375,Q6P9B9,IID
TNF,TNFRSF1B,P01375,P20333,IID
TNF,CSF1,P01375,P09603,IID
TNF,TNFRSF8,P01375,P28908,IID
TNF,TNFAIP1,P01375,Q13829,IID
TNF,CD47,P01375,Q08722,IID
TNF,MT1E,P01375,P04732,IID
TNF,TRAF2,P01375,Q12933,IID
TNF,MAPK1,P01375,P28482,IID
TNF,UTRN,P01375,P46939,IID
TNF,FADD,P01375,Q13158,IID
TNF,LAMP2,P01375,P13473,IID
TNF,RCOR1,P01375,Q9UKL0,IID
TNF,ACTG2,P01375,P63267,IID
TNF,ADAM17,P01375,P78536,IID
TNF,IRF8,P01375,Q02556,IID
TNF,TPM1,P01375,P09493,IID
TNF,PDGFA,P01375,P04085,IID
TNF,EDA2R,P01375,Q9HAV5,IID
TNF,KLKB1,P01375,P03952,IID
TNF,TNFSF8,P01375,P32971,IID
TNF,SLCO1A2,P01375,P46721,IID
TNF,THY1,P01375,P04216,IID
TNF,LIN54,P01375,Q6MZP7,IID
TNF,GK,P01375,P32189,IID
TNF,CBLN3,P01375,Q6UW01,IID
TNF,LYN,P01375,P07948,IID
TNF,BTRC,P01375,Q9Y297,IID
TNF,CDYL,P01375,Q9Y232,IID
TNF,ITGAE,P01375,P38570,IID
TNF,MCTP1,P01375,Q6DN14,IID
TNF,TNFRSF9,P01375,Q07011,IID
TNF,EEF1A2,P01375,Q05639,IID
TNF,PIDD1,P01375,Q9HB75,IID
TNF,ITCH,P01375,Q96J02,IID
TNF,EP300,P01375,Q09472,IID
TNF,PARP4,P01375,Q9UKK3,IID
TNF,ICOS,P01375,Q9Y6W8,IID
TNF,PTPRS,P01375,Q13332,IID
TNF,CREBBP,P01375,Q92793,IID
TNF,-,P01375,P62158,IID
TNF,PRTN3,P01375,P24158,IID
TNF,AZU1,P01375,P20160,IID
TNF,IRF1,P01375,P10914,IID
TNF,MAD2L1,P01375,Q13257,IID
TNF,CIAPIN1,P01375,Q6FI81,IID
TNF,CD40LG,P01375,P29965,IID
TNF,PLEK,P01375,P08567,IID
TNF,CAPNS1,P01375,P04632,IID
TNF,SHH,P01375,Q15465,IID
TNF,IKBKG,P01375,Q9Y6K9,IID
TNF,FST,P01375,P19883,IID
TNF,SORBS1,P01375,Q9BX66,IID
TNF,FBXW11,P01375,Q9UKB1,IID
TNF,MMP17,P01375,Q9ULZ9,IID
TNF,TUBB2B,P01375,Q9BVA1,IID
TNF,MAPK8,P01375,P45983,IID
TNF,HSPA6,P01375,P17066,IID
TNF,LDHB,P01375,P07195,IID
TNF,EMILIN1,P01375,Q9Y6C2,IID
TNF,BID,P01375,P55957,IID
TNF,C1QB,P01375,P02746,IID
TNF,TNFSF18,P01375,Q9UNG2,IID
TNF,PLCE1,P01375,Q9P212,IID
TNF,CX3CL1,P01375,P78423,IID
TNF,SYK,P01375,P43405,IID
TNF,EPHA7,P01375,Q15375,IID
TNF,HNRNPA0,P01375,Q13151,IID
TNF,APP,P01375,P05067,IID
TNF,PLA2G4A,P01375,P47712,IID
TNF,APOBEC3F,P01375,Q8IUX4,IID
TNF,LGALS1,P01375,P09382,IID
TNF,CAD,P01375,P27708,IID
TNF,EPHA3,P01375,P29320,IID
TNF,PTPRF,P01375,P10586,IID
TNF,CXCL9,P01375,Q07325,IID
TNF,NFATC4,P01375,Q14934,IID
TNF,IL17F,P01375,Q96PD4,IID
TNF,PRDX1,P01375,Q06830,IID
TNF,ITIH2,P01375,P19823,IID
TNF,CCL4,P01375,P13236,IID
TNF,TRADD,P01375,Q15628,IID
TNF,ATP5O,P01375,P48047,IID
TNF,PTPRU,P01375,Q92729,IID
TNF,CDC42,P01375,P60953,IID
TNF,COL8A2,P01375,P25067,IID
TNF,MEGF8,P01375,Q7Z7M0,IID
TNF,EPPK1,P01375,P58107,IID
TNF,TNFRSF13C,P01375,Q96RJ3,IID
TNF,RBCK1,P01375,Q9BYM8,IID
TNF,CASP4,P01375,P49662,IID
TNF,TUBA3C,P01375,Q13748,IID
TNF,NAP1L1,P01375,P55209,IID
TNF,GFI1,P01375,Q99684,IID
TNF,NPTN,P01375,Q9Y639,IID
TNF,IL1B,P01375,P01584,IID
TNF,MCL1,P01375,Q07820,IID
TNF,LTBR,P01375,P36941,IID
TNF,ZBTB12,P01375,Q9Y330,IID
TNF,SLC25A6,P01375,P12236,IID
TNF,ATAD3A,P01375,Q9NVI7,IID
TNF,SHARPIN,P01375,Q9H0F6,IID
TNF,IL20RB,P01375,Q6UXL0,IID
TNF,CRADD,P01375,P78560,IID
TNF,HDAC4,P01375,P56524,IID
